#  T(K)        P(GPa)                   PhaseName             G(eV/atom)
   0.00          0.00                    Rocksalt         -3.36386200
   0.00          1.00                    Rocksalt         -3.21974600
   0.00          2.00                    Rocksalt         -3.08090700
   0.00          3.00                    Rocksalt         -2.94644100
   0.00          4.00                    Rocksalt         -2.81570800
   0.00          5.00                    Rocksalt         -2.68822400
   0.00          6.00                    Rocksalt         -2.56361700
   0.00          7.00                    Rocksalt         -2.44158700
   0.00          8.00                    Rocksalt         -2.32188900
   0.00          9.00                    Rocksalt         -2.20431900
   0.00         10.00                    Rocksalt         -2.08870700
   0.00         11.00                    Rocksalt         -1.97490200
   0.00         12.00                    Rocksalt         -1.86277900
   0.00         13.00                    Rocksalt         -1.75222500
   0.00         14.00                    Rocksalt         -1.64314200
   0.00         15.00                    Rocksalt         -1.53544300
   0.00         16.00                    Rocksalt         -1.42904900
   0.00         17.00                    Rocksalt         -1.32389300
   0.00         18.00                    Rocksalt         -1.21990800
   0.00         19.00                    Rocksalt         -1.11703900
   0.00         20.00                    Rocksalt         -1.01523200
   0.00         21.00                    Rocksalt         -0.91443900
   0.00         22.00                    Rocksalt         -0.81461600
   0.00         23.00                  ICSD_43434         -0.71953000
   0.00         24.00                  ICSD_43434         -0.62661800
   0.00         25.00                  ICSD_43434         -0.53449700
   0.00         26.00                  ICSD_43434         -0.44313100
   0.00         27.00                  ICSD_43434         -0.35250400
   0.00         28.00                  ICSD_43434         -0.26258600
   0.00         29.00                  ICSD_43434         -0.17335300
   0.00         30.00                  ICSD_43434         -0.08477500
   0.00         31.00                  ICSD_43434          0.00315600
   0.00         32.00                  ICSD_43434          0.09046500
   0.00         33.00                  ICSD_43434          0.17717100
   0.00         34.00                  ICSD_43434          0.26329200
   0.00         35.00               NO_PHASE_DATA          0.00000000
   0.00         36.00               NO_PHASE_DATA          0.00000000
   0.00         37.00               NO_PHASE_DATA          0.00000000
   0.00         38.00               NO_PHASE_DATA          0.00000000
   0.00         39.00               NO_PHASE_DATA          0.00000000
   0.00         40.00               NO_PHASE_DATA          0.00000000
   0.00         41.00               NO_PHASE_DATA          0.00000000
   0.00         42.00               NO_PHASE_DATA          0.00000000
   0.00         43.00               NO_PHASE_DATA          0.00000000
   0.00         44.00               NO_PHASE_DATA          0.00000000
   0.00         45.00               NO_PHASE_DATA          0.00000000
   0.00         46.00               NO_PHASE_DATA          0.00000000
   0.00         47.00               NO_PHASE_DATA          0.00000000
   0.00         48.00               NO_PHASE_DATA          0.00000000
   0.00         49.00               NO_PHASE_DATA          0.00000000
   0.00         50.00               NO_PHASE_DATA          0.00000000
   0.00         51.00               NO_PHASE_DATA          0.00000000
   0.00         52.00               NO_PHASE_DATA          0.00000000
   0.00         53.00               NO_PHASE_DATA          0.00000000
   0.00         54.00               NO_PHASE_DATA          0.00000000
   0.00         55.00               NO_PHASE_DATA          0.00000000
   0.00         56.00               NO_PHASE_DATA          0.00000000
   0.00         57.00               NO_PHASE_DATA          0.00000000
   0.00         58.00               NO_PHASE_DATA          0.00000000
   0.00         59.00               NO_PHASE_DATA          0.00000000
   0.00         60.00               NO_PHASE_DATA          0.00000000
   0.00         61.00               NO_PHASE_DATA          0.00000000
   0.00         62.00               NO_PHASE_DATA          0.00000000
   0.00         63.00               NO_PHASE_DATA          0.00000000
   0.00         64.00               NO_PHASE_DATA          0.00000000
   0.00         65.00               NO_PHASE_DATA          0.00000000
   0.00         66.00               NO_PHASE_DATA          0.00000000
   0.00         67.00               NO_PHASE_DATA          0.00000000
   0.00         68.00               NO_PHASE_DATA          0.00000000
   0.00         69.00               NO_PHASE_DATA          0.00000000
   0.00         70.00               NO_PHASE_DATA          0.00000000
   0.00         71.00               NO_PHASE_DATA          0.00000000
   0.00         72.00               NO_PHASE_DATA          0.00000000
   0.00         73.00               NO_PHASE_DATA          0.00000000
   0.00         74.00               NO_PHASE_DATA          0.00000000
   0.00         75.00               NO_PHASE_DATA          0.00000000
   0.00         76.00               NO_PHASE_DATA          0.00000000
   0.00         77.00               NO_PHASE_DATA          0.00000000
   0.00         78.00               NO_PHASE_DATA          0.00000000
   0.00         79.00               NO_PHASE_DATA          0.00000000
   0.00         80.00               NO_PHASE_DATA          0.00000000
   0.00         81.00               NO_PHASE_DATA          0.00000000
   0.00         82.00               NO_PHASE_DATA          0.00000000
   0.00         83.00               NO_PHASE_DATA          0.00000000
   0.00         84.00               NO_PHASE_DATA          0.00000000
   0.00         85.00               NO_PHASE_DATA          0.00000000
   0.00         86.00               NO_PHASE_DATA          0.00000000
   0.00         87.00               NO_PHASE_DATA          0.00000000
   0.00         88.00               NO_PHASE_DATA          0.00000000
   0.00         89.00               NO_PHASE_DATA          0.00000000
   0.00         90.00               NO_PHASE_DATA          0.00000000
   0.00         91.00               NO_PHASE_DATA          0.00000000
   0.00         92.00               NO_PHASE_DATA          0.00000000
   0.00         93.00               NO_PHASE_DATA          0.00000000
   0.00         94.00               NO_PHASE_DATA          0.00000000
   0.00         95.00               NO_PHASE_DATA          0.00000000
   0.00         96.00               NO_PHASE_DATA          0.00000000
   0.00         97.00               NO_PHASE_DATA          0.00000000
   0.00         98.00               NO_PHASE_DATA          0.00000000
   0.00         99.00               NO_PHASE_DATA          0.00000000
   0.00        100.00               NO_PHASE_DATA          0.00000000
  10.00          0.00                    Rocksalt         -3.36386300
  10.00          1.00                    Rocksalt         -3.21974700
  10.00          2.00                    Rocksalt         -3.08090700
  10.00          3.00                    Rocksalt         -2.94644200
  10.00          4.00                    Rocksalt         -2.81570800
  10.00          5.00                    Rocksalt         -2.68822400
  10.00          6.00                    Rocksalt         -2.56361700
  10.00          7.00                    Rocksalt         -2.44158700
  10.00          8.00                    Rocksalt         -2.32188900
  10.00          9.00                    Rocksalt         -2.20431900
  10.00         10.00                    Rocksalt         -2.08870700
  10.00         11.00                    Rocksalt         -1.97490200
  10.00         12.00                    Rocksalt         -1.86277900
  10.00         13.00                    Rocksalt         -1.75222500
  10.00         14.00                    Rocksalt         -1.64314200
  10.00         15.00                    Rocksalt         -1.53544300
  10.00         16.00                    Rocksalt         -1.42905000
  10.00         17.00                    Rocksalt         -1.32389300
  10.00         18.00                    Rocksalt         -1.21990800
  10.00         19.00                    Rocksalt         -1.11703900
  10.00         20.00                    Rocksalt         -1.01523200
  10.00         21.00                    Rocksalt         -0.91443900
  10.00         22.00                    Rocksalt         -0.81461600
  10.00         23.00                  ICSD_43434         -0.71953000
  10.00         24.00                  ICSD_43434         -0.62661800
  10.00         25.00                  ICSD_43434         -0.53449700
  10.00         26.00                  ICSD_43434         -0.44313100
  10.00         27.00                  ICSD_43434         -0.35250400
  10.00         28.00                  ICSD_43434         -0.26258600
  10.00         29.00                  ICSD_43434         -0.17335300
  10.00         30.00                  ICSD_43434         -0.08477600
  10.00         31.00                  ICSD_43434          0.00315500
  10.00         32.00                  ICSD_43434          0.09046500
  10.00         33.00                  ICSD_43434          0.17717100
  10.00         34.00                  ICSD_43434          0.26329200
  10.00         35.00               NO_PHASE_DATA          0.00000000
  10.00         36.00               NO_PHASE_DATA          0.00000000
  10.00         37.00               NO_PHASE_DATA          0.00000000
  10.00         38.00               NO_PHASE_DATA          0.00000000
  10.00         39.00               NO_PHASE_DATA          0.00000000
  10.00         40.00               NO_PHASE_DATA          0.00000000
  10.00         41.00               NO_PHASE_DATA          0.00000000
  10.00         42.00               NO_PHASE_DATA          0.00000000
  10.00         43.00               NO_PHASE_DATA          0.00000000
  10.00         44.00               NO_PHASE_DATA          0.00000000
  10.00         45.00               NO_PHASE_DATA          0.00000000
  10.00         46.00               NO_PHASE_DATA          0.00000000
  10.00         47.00               NO_PHASE_DATA          0.00000000
  10.00         48.00               NO_PHASE_DATA          0.00000000
  10.00         49.00               NO_PHASE_DATA          0.00000000
  10.00         50.00               NO_PHASE_DATA          0.00000000
  10.00         51.00               NO_PHASE_DATA          0.00000000
  10.00         52.00               NO_PHASE_DATA          0.00000000
  10.00         53.00               NO_PHASE_DATA          0.00000000
  10.00         54.00               NO_PHASE_DATA          0.00000000
  10.00         55.00               NO_PHASE_DATA          0.00000000
  10.00         56.00               NO_PHASE_DATA          0.00000000
  10.00         57.00               NO_PHASE_DATA          0.00000000
  10.00         58.00               NO_PHASE_DATA          0.00000000
  10.00         59.00               NO_PHASE_DATA          0.00000000
  10.00         60.00               NO_PHASE_DATA          0.00000000
  10.00         61.00               NO_PHASE_DATA          0.00000000
  10.00         62.00               NO_PHASE_DATA          0.00000000
  10.00         63.00               NO_PHASE_DATA          0.00000000
  10.00         64.00               NO_PHASE_DATA          0.00000000
  10.00         65.00               NO_PHASE_DATA          0.00000000
  10.00         66.00               NO_PHASE_DATA          0.00000000
  10.00         67.00               NO_PHASE_DATA          0.00000000
  10.00         68.00               NO_PHASE_DATA          0.00000000
  10.00         69.00               NO_PHASE_DATA          0.00000000
  10.00         70.00               NO_PHASE_DATA          0.00000000
  10.00         71.00               NO_PHASE_DATA          0.00000000
  10.00         72.00               NO_PHASE_DATA          0.00000000
  10.00         73.00               NO_PHASE_DATA          0.00000000
  10.00         74.00               NO_PHASE_DATA          0.00000000
  10.00         75.00               NO_PHASE_DATA          0.00000000
  10.00         76.00               NO_PHASE_DATA          0.00000000
  10.00         77.00               NO_PHASE_DATA          0.00000000
  10.00         78.00               NO_PHASE_DATA          0.00000000
  10.00         79.00               NO_PHASE_DATA          0.00000000
  10.00         80.00               NO_PHASE_DATA          0.00000000
  10.00         81.00               NO_PHASE_DATA          0.00000000
  10.00         82.00               NO_PHASE_DATA          0.00000000
  10.00         83.00               NO_PHASE_DATA          0.00000000
  10.00         84.00               NO_PHASE_DATA          0.00000000
  10.00         85.00               NO_PHASE_DATA          0.00000000
  10.00         86.00               NO_PHASE_DATA          0.00000000
  10.00         87.00               NO_PHASE_DATA          0.00000000
  10.00         88.00               NO_PHASE_DATA          0.00000000
  10.00         89.00               NO_PHASE_DATA          0.00000000
  10.00         90.00               NO_PHASE_DATA          0.00000000
  10.00         91.00               NO_PHASE_DATA          0.00000000
  10.00         92.00               NO_PHASE_DATA          0.00000000
  10.00         93.00               NO_PHASE_DATA          0.00000000
  10.00         94.00               NO_PHASE_DATA          0.00000000
  10.00         95.00               NO_PHASE_DATA          0.00000000
  10.00         96.00               NO_PHASE_DATA          0.00000000
  10.00         97.00               NO_PHASE_DATA          0.00000000
  10.00         98.00               NO_PHASE_DATA          0.00000000
  10.00         99.00               NO_PHASE_DATA          0.00000000
  10.00        100.00               NO_PHASE_DATA          0.00000000
  20.00          0.00                    Rocksalt         -3.36387500
  20.00          1.00                    Rocksalt         -3.21975600
  20.00          2.00                    Rocksalt         -3.08091500
  20.00          3.00                    Rocksalt         -2.94644800
  20.00          4.00                    Rocksalt         -2.81571300
  20.00          5.00                    Rocksalt         -2.68822900
  20.00          6.00                    Rocksalt         -2.56362100
  20.00          7.00                    Rocksalt         -2.44159100
  20.00          8.00                    Rocksalt         -2.32189200
  20.00          9.00                    Rocksalt         -2.20432300
  20.00         10.00                    Rocksalt         -2.08871000
  20.00         11.00                    Rocksalt         -1.97490500
  20.00         12.00                    Rocksalt         -1.86278100
  20.00         13.00                    Rocksalt         -1.75222700
  20.00         14.00                    Rocksalt         -1.64314400
  20.00         15.00                    Rocksalt         -1.53544500
  20.00         16.00                    Rocksalt         -1.42905100
  20.00         17.00                    Rocksalt         -1.32389500
  20.00         18.00                    Rocksalt         -1.21991000
  20.00         19.00                    Rocksalt         -1.11704100
  20.00         20.00                    Rocksalt         -1.01523400
  20.00         21.00                    Rocksalt         -0.91444000
  20.00         22.00                    Rocksalt         -0.81461700
  20.00         23.00                  ICSD_43434         -0.71953300
  20.00         24.00                  ICSD_43434         -0.62662000
  20.00         25.00                  ICSD_43434         -0.53449900
  20.00         26.00                  ICSD_43434         -0.44313400
  20.00         27.00                  ICSD_43434         -0.35250700
  20.00         28.00                  ICSD_43434         -0.26258900
  20.00         29.00                  ICSD_43434         -0.17335600
  20.00         30.00                  ICSD_43434         -0.08477900
  20.00         31.00                  ICSD_43434          0.00315200
  20.00         32.00                  ICSD_43434          0.09046200
  20.00         33.00                  ICSD_43434          0.17716800
  20.00         34.00                  ICSD_43434          0.26329000
  20.00         35.00               NO_PHASE_DATA          0.00000000
  20.00         36.00               NO_PHASE_DATA          0.00000000
  20.00         37.00               NO_PHASE_DATA          0.00000000
  20.00         38.00               NO_PHASE_DATA          0.00000000
  20.00         39.00               NO_PHASE_DATA          0.00000000
  20.00         40.00               NO_PHASE_DATA          0.00000000
  20.00         41.00               NO_PHASE_DATA          0.00000000
  20.00         42.00               NO_PHASE_DATA          0.00000000
  20.00         43.00               NO_PHASE_DATA          0.00000000
  20.00         44.00               NO_PHASE_DATA          0.00000000
  20.00         45.00               NO_PHASE_DATA          0.00000000
  20.00         46.00               NO_PHASE_DATA          0.00000000
  20.00         47.00               NO_PHASE_DATA          0.00000000
  20.00         48.00               NO_PHASE_DATA          0.00000000
  20.00         49.00               NO_PHASE_DATA          0.00000000
  20.00         50.00               NO_PHASE_DATA          0.00000000
  20.00         51.00               NO_PHASE_DATA          0.00000000
  20.00         52.00               NO_PHASE_DATA          0.00000000
  20.00         53.00               NO_PHASE_DATA          0.00000000
  20.00         54.00               NO_PHASE_DATA          0.00000000
  20.00         55.00               NO_PHASE_DATA          0.00000000
  20.00         56.00               NO_PHASE_DATA          0.00000000
  20.00         57.00               NO_PHASE_DATA          0.00000000
  20.00         58.00               NO_PHASE_DATA          0.00000000
  20.00         59.00               NO_PHASE_DATA          0.00000000
  20.00         60.00               NO_PHASE_DATA          0.00000000
  20.00         61.00               NO_PHASE_DATA          0.00000000
  20.00         62.00               NO_PHASE_DATA          0.00000000
  20.00         63.00               NO_PHASE_DATA          0.00000000
  20.00         64.00               NO_PHASE_DATA          0.00000000
  20.00         65.00               NO_PHASE_DATA          0.00000000
  20.00         66.00               NO_PHASE_DATA          0.00000000
  20.00         67.00               NO_PHASE_DATA          0.00000000
  20.00         68.00               NO_PHASE_DATA          0.00000000
  20.00         69.00               NO_PHASE_DATA          0.00000000
  20.00         70.00               NO_PHASE_DATA          0.00000000
  20.00         71.00               NO_PHASE_DATA          0.00000000
  20.00         72.00               NO_PHASE_DATA          0.00000000
  20.00         73.00               NO_PHASE_DATA          0.00000000
  20.00         74.00               NO_PHASE_DATA          0.00000000
  20.00         75.00               NO_PHASE_DATA          0.00000000
  20.00         76.00               NO_PHASE_DATA          0.00000000
  20.00         77.00               NO_PHASE_DATA          0.00000000
  20.00         78.00               NO_PHASE_DATA          0.00000000
  20.00         79.00               NO_PHASE_DATA          0.00000000
  20.00         80.00               NO_PHASE_DATA          0.00000000
  20.00         81.00               NO_PHASE_DATA          0.00000000
  20.00         82.00               NO_PHASE_DATA          0.00000000
  20.00         83.00               NO_PHASE_DATA          0.00000000
  20.00         84.00               NO_PHASE_DATA          0.00000000
  20.00         85.00               NO_PHASE_DATA          0.00000000
  20.00         86.00               NO_PHASE_DATA          0.00000000
  20.00         87.00               NO_PHASE_DATA          0.00000000
  20.00         88.00               NO_PHASE_DATA          0.00000000
  20.00         89.00               NO_PHASE_DATA          0.00000000
  20.00         90.00               NO_PHASE_DATA          0.00000000
  20.00         91.00               NO_PHASE_DATA          0.00000000
  20.00         92.00               NO_PHASE_DATA          0.00000000
  20.00         93.00               NO_PHASE_DATA          0.00000000
  20.00         94.00               NO_PHASE_DATA          0.00000000
  20.00         95.00               NO_PHASE_DATA          0.00000000
  20.00         96.00               NO_PHASE_DATA          0.00000000
  20.00         97.00               NO_PHASE_DATA          0.00000000
  20.00         98.00               NO_PHASE_DATA          0.00000000
  20.00         99.00               NO_PHASE_DATA          0.00000000
  20.00        100.00               NO_PHASE_DATA          0.00000000
  30.00          0.00                    Rocksalt         -3.36392700
  30.00          1.00                    Rocksalt         -3.21979600
  30.00          2.00                    Rocksalt         -3.08094700
  30.00          3.00                    Rocksalt         -2.94647500
  30.00          4.00                    Rocksalt         -2.81573700
  30.00          5.00                    Rocksalt         -2.68824900
  30.00          6.00                    Rocksalt         -2.56363900
  30.00          7.00                    Rocksalt         -2.44160700
  30.00          8.00                    Rocksalt         -2.32190700
  30.00          9.00                    Rocksalt         -2.20433600
  30.00         10.00                    Rocksalt         -2.08872200
  30.00         11.00                    Rocksalt         -1.97491600
  30.00         12.00                    Rocksalt         -1.86279200
  30.00         13.00                    Rocksalt         -1.75223700
  30.00         14.00                    Rocksalt         -1.64315300
  30.00         15.00                    Rocksalt         -1.53545400
  30.00         16.00                    Rocksalt         -1.42905900
  30.00         17.00                    Rocksalt         -1.32390200
  30.00         18.00                    Rocksalt         -1.21991700
  30.00         19.00                    Rocksalt         -1.11704700
  30.00         20.00                    Rocksalt         -1.01524000
  30.00         21.00                    Rocksalt         -0.91444600
  30.00         22.00                    Rocksalt         -0.81462300
  30.00         23.00                  ICSD_43434         -0.71954500
  30.00         24.00                  ICSD_43434         -0.62663200
  30.00         25.00                  ICSD_43434         -0.53451000
  30.00         26.00                  ICSD_43434         -0.44314600
  30.00         27.00                  ICSD_43434         -0.35251800
  30.00         28.00                  ICSD_43434         -0.26259900
  30.00         29.00                  ICSD_43434         -0.17336600
  30.00         30.00                  ICSD_43434         -0.08479000
  30.00         31.00                  ICSD_43434          0.00314200
  30.00         32.00                  ICSD_43434          0.09045200
  30.00         33.00                  ICSD_43434          0.17715900
  30.00         34.00                  ICSD_43434          0.26328000
  30.00         35.00               NO_PHASE_DATA          0.00000000
  30.00         36.00               NO_PHASE_DATA          0.00000000
  30.00         37.00               NO_PHASE_DATA          0.00000000
  30.00         38.00               NO_PHASE_DATA          0.00000000
  30.00         39.00               NO_PHASE_DATA          0.00000000
  30.00         40.00               NO_PHASE_DATA          0.00000000
  30.00         41.00               NO_PHASE_DATA          0.00000000
  30.00         42.00               NO_PHASE_DATA          0.00000000
  30.00         43.00               NO_PHASE_DATA          0.00000000
  30.00         44.00               NO_PHASE_DATA          0.00000000
  30.00         45.00               NO_PHASE_DATA          0.00000000
  30.00         46.00               NO_PHASE_DATA          0.00000000
  30.00         47.00               NO_PHASE_DATA          0.00000000
  30.00         48.00               NO_PHASE_DATA          0.00000000
  30.00         49.00               NO_PHASE_DATA          0.00000000
  30.00         50.00               NO_PHASE_DATA          0.00000000
  30.00         51.00               NO_PHASE_DATA          0.00000000
  30.00         52.00               NO_PHASE_DATA          0.00000000
  30.00         53.00               NO_PHASE_DATA          0.00000000
  30.00         54.00               NO_PHASE_DATA          0.00000000
  30.00         55.00               NO_PHASE_DATA          0.00000000
  30.00         56.00               NO_PHASE_DATA          0.00000000
  30.00         57.00               NO_PHASE_DATA          0.00000000
  30.00         58.00               NO_PHASE_DATA          0.00000000
  30.00         59.00               NO_PHASE_DATA          0.00000000
  30.00         60.00               NO_PHASE_DATA          0.00000000
  30.00         61.00               NO_PHASE_DATA          0.00000000
  30.00         62.00               NO_PHASE_DATA          0.00000000
  30.00         63.00               NO_PHASE_DATA          0.00000000
  30.00         64.00               NO_PHASE_DATA          0.00000000
  30.00         65.00               NO_PHASE_DATA          0.00000000
  30.00         66.00               NO_PHASE_DATA          0.00000000
  30.00         67.00               NO_PHASE_DATA          0.00000000
  30.00         68.00               NO_PHASE_DATA          0.00000000
  30.00         69.00               NO_PHASE_DATA          0.00000000
  30.00         70.00               NO_PHASE_DATA          0.00000000
  30.00         71.00               NO_PHASE_DATA          0.00000000
  30.00         72.00               NO_PHASE_DATA          0.00000000
  30.00         73.00               NO_PHASE_DATA          0.00000000
  30.00         74.00               NO_PHASE_DATA          0.00000000
  30.00         75.00               NO_PHASE_DATA          0.00000000
  30.00         76.00               NO_PHASE_DATA          0.00000000
  30.00         77.00               NO_PHASE_DATA          0.00000000
  30.00         78.00               NO_PHASE_DATA          0.00000000
  30.00         79.00               NO_PHASE_DATA          0.00000000
  30.00         80.00               NO_PHASE_DATA          0.00000000
  30.00         81.00               NO_PHASE_DATA          0.00000000
  30.00         82.00               NO_PHASE_DATA          0.00000000
  30.00         83.00               NO_PHASE_DATA          0.00000000
  30.00         84.00               NO_PHASE_DATA          0.00000000
  30.00         85.00               NO_PHASE_DATA          0.00000000
  30.00         86.00               NO_PHASE_DATA          0.00000000
  30.00         87.00               NO_PHASE_DATA          0.00000000
  30.00         88.00               NO_PHASE_DATA          0.00000000
  30.00         89.00               NO_PHASE_DATA          0.00000000
  30.00         90.00               NO_PHASE_DATA          0.00000000
  30.00         91.00               NO_PHASE_DATA          0.00000000
  30.00         92.00               NO_PHASE_DATA          0.00000000
  30.00         93.00               NO_PHASE_DATA          0.00000000
  30.00         94.00               NO_PHASE_DATA          0.00000000
  30.00         95.00               NO_PHASE_DATA          0.00000000
  30.00         96.00               NO_PHASE_DATA          0.00000000
  30.00         97.00               NO_PHASE_DATA          0.00000000
  30.00         98.00               NO_PHASE_DATA          0.00000000
  30.00         99.00               NO_PHASE_DATA          0.00000000
  30.00        100.00               NO_PHASE_DATA          0.00000000
  40.00          0.00                    Rocksalt         -3.36406200
  40.00          1.00                    Rocksalt         -3.21990100
  40.00          2.00                    Rocksalt         -3.08103300
  40.00          3.00                    Rocksalt         -2.94654700
  40.00          4.00                    Rocksalt         -2.81579900
  40.00          5.00                    Rocksalt         -2.68830400
  40.00          6.00                    Rocksalt         -2.56368700
  40.00          7.00                    Rocksalt         -2.44165000
  40.00          8.00                    Rocksalt         -2.32194600
  40.00          9.00                    Rocksalt         -2.20437100
  40.00         10.00                    Rocksalt         -2.08875500
  40.00         11.00                    Rocksalt         -1.97494600
  40.00         12.00                    Rocksalt         -1.86282000
  40.00         13.00                    Rocksalt         -1.75226300
  40.00         14.00                    Rocksalt         -1.64317800
  40.00         15.00                    Rocksalt         -1.53547700
  40.00         16.00                    Rocksalt         -1.42908100
  40.00         17.00                    Rocksalt         -1.32392200
  40.00         18.00                    Rocksalt         -1.21993600
  40.00         19.00                    Rocksalt         -1.11706600
  40.00         20.00                    Rocksalt         -1.01525700
  40.00         21.00                    Rocksalt         -0.91446300
  40.00         22.00                    Rocksalt         -0.81463900
  40.00         23.00                  ICSD_43434         -0.71957600
  40.00         24.00                  ICSD_43434         -0.62666200
  40.00         25.00                  ICSD_43434         -0.53453900
  40.00         26.00                  ICSD_43434         -0.44317500
  40.00         27.00                  ICSD_43434         -0.35254600
  40.00         28.00                  ICSD_43434         -0.26262600
  40.00         29.00                  ICSD_43434         -0.17339200
  40.00         30.00                  ICSD_43434         -0.08481500
  40.00         31.00                  ICSD_43434          0.00311800
  40.00         32.00                  ICSD_43434          0.09042800
  40.00         33.00                  ICSD_43434          0.17713600
  40.00         34.00                  ICSD_43434          0.26325900
  40.00         35.00               NO_PHASE_DATA          0.00000000
  40.00         36.00               NO_PHASE_DATA          0.00000000
  40.00         37.00               NO_PHASE_DATA          0.00000000
  40.00         38.00               NO_PHASE_DATA          0.00000000
  40.00         39.00               NO_PHASE_DATA          0.00000000
  40.00         40.00               NO_PHASE_DATA          0.00000000
  40.00         41.00               NO_PHASE_DATA          0.00000000
  40.00         42.00               NO_PHASE_DATA          0.00000000
  40.00         43.00               NO_PHASE_DATA          0.00000000
  40.00         44.00               NO_PHASE_DATA          0.00000000
  40.00         45.00               NO_PHASE_DATA          0.00000000
  40.00         46.00               NO_PHASE_DATA          0.00000000
  40.00         47.00               NO_PHASE_DATA          0.00000000
  40.00         48.00               NO_PHASE_DATA          0.00000000
  40.00         49.00               NO_PHASE_DATA          0.00000000
  40.00         50.00               NO_PHASE_DATA          0.00000000
  40.00         51.00               NO_PHASE_DATA          0.00000000
  40.00         52.00               NO_PHASE_DATA          0.00000000
  40.00         53.00               NO_PHASE_DATA          0.00000000
  40.00         54.00               NO_PHASE_DATA          0.00000000
  40.00         55.00               NO_PHASE_DATA          0.00000000
  40.00         56.00               NO_PHASE_DATA          0.00000000
  40.00         57.00               NO_PHASE_DATA          0.00000000
  40.00         58.00               NO_PHASE_DATA          0.00000000
  40.00         59.00               NO_PHASE_DATA          0.00000000
  40.00         60.00               NO_PHASE_DATA          0.00000000
  40.00         61.00               NO_PHASE_DATA          0.00000000
  40.00         62.00               NO_PHASE_DATA          0.00000000
  40.00         63.00               NO_PHASE_DATA          0.00000000
  40.00         64.00               NO_PHASE_DATA          0.00000000
  40.00         65.00               NO_PHASE_DATA          0.00000000
  40.00         66.00               NO_PHASE_DATA          0.00000000
  40.00         67.00               NO_PHASE_DATA          0.00000000
  40.00         68.00               NO_PHASE_DATA          0.00000000
  40.00         69.00               NO_PHASE_DATA          0.00000000
  40.00         70.00               NO_PHASE_DATA          0.00000000
  40.00         71.00               NO_PHASE_DATA          0.00000000
  40.00         72.00               NO_PHASE_DATA          0.00000000
  40.00         73.00               NO_PHASE_DATA          0.00000000
  40.00         74.00               NO_PHASE_DATA          0.00000000
  40.00         75.00               NO_PHASE_DATA          0.00000000
  40.00         76.00               NO_PHASE_DATA          0.00000000
  40.00         77.00               NO_PHASE_DATA          0.00000000
  40.00         78.00               NO_PHASE_DATA          0.00000000
  40.00         79.00               NO_PHASE_DATA          0.00000000
  40.00         80.00               NO_PHASE_DATA          0.00000000
  40.00         81.00               NO_PHASE_DATA          0.00000000
  40.00         82.00               NO_PHASE_DATA          0.00000000
  40.00         83.00               NO_PHASE_DATA          0.00000000
  40.00         84.00               NO_PHASE_DATA          0.00000000
  40.00         85.00               NO_PHASE_DATA          0.00000000
  40.00         86.00               NO_PHASE_DATA          0.00000000
  40.00         87.00               NO_PHASE_DATA          0.00000000
  40.00         88.00               NO_PHASE_DATA          0.00000000
  40.00         89.00               NO_PHASE_DATA          0.00000000
  40.00         90.00               NO_PHASE_DATA          0.00000000
  40.00         91.00               NO_PHASE_DATA          0.00000000
  40.00         92.00               NO_PHASE_DATA          0.00000000
  40.00         93.00               NO_PHASE_DATA          0.00000000
  40.00         94.00               NO_PHASE_DATA          0.00000000
  40.00         95.00               NO_PHASE_DATA          0.00000000
  40.00         96.00               NO_PHASE_DATA          0.00000000
  40.00         97.00               NO_PHASE_DATA          0.00000000
  40.00         98.00               NO_PHASE_DATA          0.00000000
  40.00         99.00               NO_PHASE_DATA          0.00000000
  40.00        100.00               NO_PHASE_DATA          0.00000000
  50.00          0.00                    Rocksalt         -3.36432500
  50.00          1.00                    Rocksalt         -3.22011100
  50.00          2.00                    Rocksalt         -3.08120700
  50.00          3.00                    Rocksalt         -2.94669500
  50.00          4.00                    Rocksalt         -2.81592600
  50.00          5.00                    Rocksalt         -2.68841600
  50.00          6.00                    Rocksalt         -2.56378700
  50.00          7.00                    Rocksalt         -2.44174000
  50.00          8.00                    Rocksalt         -2.32202800
  50.00          9.00                    Rocksalt         -2.20444600
  50.00         10.00                    Rocksalt         -2.08882300
  50.00         11.00                    Rocksalt         -1.97501000
  50.00         12.00                    Rocksalt         -1.86287900
  50.00         13.00                    Rocksalt         -1.75231800
  50.00         14.00                    Rocksalt         -1.64322900
  50.00         15.00                    Rocksalt         -1.53552500
  50.00         16.00                    Rocksalt         -1.42912700
  50.00         17.00                    Rocksalt         -1.32396500
  50.00         18.00                    Rocksalt         -1.21997700
  50.00         19.00                    Rocksalt         -1.11710400
  50.00         20.00                    Rocksalt         -1.01529400
  50.00         21.00                    Rocksalt         -0.91449800
  50.00         22.00                    Rocksalt         -0.81467200
  50.00         23.00                  ICSD_43434         -0.71964100
  50.00         24.00                  ICSD_43434         -0.62672400
  50.00         25.00                  ICSD_43434         -0.53459900
  50.00         26.00                  ICSD_43434         -0.44323300
  50.00         27.00                  ICSD_43434         -0.35260200
  50.00         28.00                  ICSD_43434         -0.26268000
  50.00         29.00                  ICSD_43434         -0.17344400
  50.00         30.00                  ICSD_43434         -0.08486400
  50.00         31.00                  ICSD_43434          0.00307000
  50.00         32.00                  ICSD_43434          0.09038200
