#  T(K)        P(GPa)                   PhaseName             G(eV/atom)
 630.00         84.00               NO_PHASE_DATA          0.00000000
 630.00         85.00               NO_PHASE_DATA          0.00000000
 630.00         86.00               NO_PHASE_DATA          0.00000000
 630.00         87.00               NO_PHASE_DATA          0.00000000
 630.00         88.00               NO_PHASE_DATA          0.00000000
 630.00         89.00               NO_PHASE_DATA          0.00000000
 630.00         90.00               NO_PHASE_DATA          0.00000000
 630.00         91.00               NO_PHASE_DATA          0.00000000
 630.00         92.00               NO_PHASE_DATA          0.00000000
 630.00         93.00               NO_PHASE_DATA          0.00000000
 630.00         94.00               NO_PHASE_DATA          0.00000000
 630.00         95.00               NO_PHASE_DATA          0.00000000
 630.00         96.00               NO_PHASE_DATA          0.00000000
 630.00         97.00               NO_PHASE_DATA          0.00000000
 630.00         98.00               NO_PHASE_DATA          0.00000000
 630.00         99.00               NO_PHASE_DATA          0.00000000
 630.00        100.00               NO_PHASE_DATA          0.00000000
 640.00          0.00                    Rocksalt         -3.60546800
 640.00          1.00                    Rocksalt         -3.44214800
 640.00          2.00                    Rocksalt         -3.29018500
 640.00          3.00                    Rocksalt         -3.14560200
 640.00          4.00                    Rocksalt         -3.00659100
 640.00          5.00                    Rocksalt         -2.87209000
 640.00          6.00                    Rocksalt         -2.74138800
 640.00          7.00                    Rocksalt         -2.61397300
 640.00          8.00                    Rocksalt         -2.48945500
 640.00          9.00                    Rocksalt         -2.36752600
 640.00         10.00                    Rocksalt         -2.24793800
 640.00         11.00                    Rocksalt         -2.13048300
 640.00         12.00                    Rocksalt         -2.01499100
 640.00         13.00                    Rocksalt         -1.90130900
 640.00         14.00                    Rocksalt         -1.78931200
 640.00         15.00                    Rocksalt         -1.67888700
 640.00         16.00                    Rocksalt         -1.56993400
 640.00         17.00                  ICSD_43434         -1.46348500
 640.00         18.00                  ICSD_43434         -1.36266900
 640.00         19.00                  ICSD_43434         -1.26300100
 640.00         20.00                  ICSD_43434         -1.16442200
 640.00         21.00                  ICSD_43434         -1.06688200
 640.00         22.00                  ICSD_43434         -0.97033100
 640.00         23.00                  ICSD_43434         -0.87472600
 640.00         24.00                  ICSD_43434         -0.78003200
 640.00         25.00                  ICSD_43434         -0.68619200
 640.00         26.00                  ICSD_43434         -0.59318300
 640.00         27.00                  ICSD_43434         -0.50097200
 640.00         28.00                  ICSD_43434         -0.40953800
 640.00         29.00                  ICSD_43434         -0.31883500
 640.00         30.00                  ICSD_43434         -0.22884500
 640.00         31.00                  ICSD_43434         -0.13954500
 640.00         32.00                  ICSD_43434         -0.05090200
 640.00         33.00                  ICSD_43434          0.03708700
 640.00         34.00                  ICSD_43434          0.12445000
 640.00         35.00                  ICSD_43434          0.21120600
 640.00         36.00                  ICSD_43434          0.29737200
 640.00         37.00               NO_PHASE_DATA          0.00000000
 640.00         38.00               NO_PHASE_DATA          0.00000000
 640.00         39.00               NO_PHASE_DATA          0.00000000
 640.00         40.00               NO_PHASE_DATA          0.00000000
 640.00         41.00               NO_PHASE_DATA          0.00000000
 640.00         42.00               NO_PHASE_DATA          0.00000000
 640.00         43.00               NO_PHASE_DATA          0.00000000
 640.00         44.00               NO_PHASE_DATA          0.00000000
 640.00         45.00               NO_PHASE_DATA          0.00000000
 640.00         46.00               NO_PHASE_DATA          0.00000000
 640.00         47.00               NO_PHASE_DATA          0.00000000
 640.00         48.00               NO_PHASE_DATA          0.00000000
 640.00         49.00               NO_PHASE_DATA          0.00000000
 640.00         50.00               NO_PHASE_DATA          0.00000000
 640.00         51.00               NO_PHASE_DATA          0.00000000
 640.00         52.00               NO_PHASE_DATA          0.00000000
 640.00         53.00               NO_PHASE_DATA          0.00000000
 640.00         54.00               NO_PHASE_DATA          0.00000000
 640.00         55.00               NO_PHASE_DATA          0.00000000
 640.00         56.00               NO_PHASE_DATA          0.00000000
 640.00         57.00               NO_PHASE_DATA          0.00000000
 640.00         58.00               NO_PHASE_DATA          0.00000000
 640.00         59.00               NO_PHASE_DATA          0.00000000
 640.00         60.00               NO_PHASE_DATA          0.00000000
 640.00         61.00               NO_PHASE_DATA          0.00000000
 640.00         62.00               NO_PHASE_DATA          0.00000000
 640.00         63.00               NO_PHASE_DATA          0.00000000
 640.00         64.00               NO_PHASE_DATA          0.00000000
 640.00         65.00               NO_PHASE_DATA          0.00000000
 640.00         66.00               NO_PHASE_DATA          0.00000000
 640.00         67.00               NO_PHASE_DATA          0.00000000
 640.00         68.00               NO_PHASE_DATA          0.00000000
 640.00         69.00               NO_PHASE_DATA          0.00000000
 640.00         70.00               NO_PHASE_DATA          0.00000000
 640.00         71.00               NO_PHASE_DATA          0.00000000
 640.00         72.00               NO_PHASE_DATA          0.00000000
 640.00         73.00               NO_PHASE_DATA          0.00000000
 640.00         74.00               NO_PHASE_DATA          0.00000000
 640.00         75.00               NO_PHASE_DATA          0.00000000
 640.00         76.00               NO_PHASE_DATA          0.00000000
 640.00         77.00               NO_PHASE_DATA          0.00000000
 640.00         78.00               NO_PHASE_DATA          0.00000000
 640.00         79.00               NO_PHASE_DATA          0.00000000
 640.00         80.00               NO_PHASE_DATA          0.00000000
 640.00         81.00               NO_PHASE_DATA          0.00000000
 640.00         82.00               NO_PHASE_DATA          0.00000000
 640.00         83.00               NO_PHASE_DATA          0.00000000
 640.00         84.00               NO_PHASE_DATA          0.00000000
 640.00         85.00               NO_PHASE_DATA          0.00000000
 640.00         86.00               NO_PHASE_DATA          0.00000000
 640.00         87.00               NO_PHASE_DATA          0.00000000
 640.00         88.00               NO_PHASE_DATA          0.00000000
 640.00         89.00               NO_PHASE_DATA          0.00000000
 640.00         90.00               NO_PHASE_DATA          0.00000000
 640.00         91.00               NO_PHASE_DATA          0.00000000
 640.00         92.00               NO_PHASE_DATA          0.00000000
 640.00         93.00               NO_PHASE_DATA          0.00000000
 640.00         94.00               NO_PHASE_DATA          0.00000000
 640.00         95.00               NO_PHASE_DATA          0.00000000
 640.00         96.00               NO_PHASE_DATA          0.00000000
 640.00         97.00               NO_PHASE_DATA          0.00000000
 640.00         98.00               NO_PHASE_DATA          0.00000000
 640.00         99.00               NO_PHASE_DATA          0.00000000
 640.00        100.00               NO_PHASE_DATA          0.00000000
 650.00          0.00                    Rocksalt         -3.61214000
 650.00          1.00                    Rocksalt         -3.44818400
 650.00          2.00                    Rocksalt         -3.29587700
 650.00          3.00                    Rocksalt         -3.15105200
 650.00          4.00                    Rocksalt         -3.01185200
 650.00          5.00                    Rocksalt         -2.87719500
 650.00          6.00                    Rocksalt         -2.74635900
 650.00          7.00                    Rocksalt         -2.61882700
 650.00          8.00                    Rocksalt         -2.49420400
 650.00          9.00                    Rocksalt         -2.37218100
 650.00         10.00                    Rocksalt         -2.25250800
 650.00         11.00                    Rocksalt         -2.13497500
 650.00         12.00                    Rocksalt         -2.01940900
 650.00         13.00                    Rocksalt         -1.90566000
 650.00         14.00                    Rocksalt         -1.79360000
 650.00         15.00                    Rocksalt         -1.68311500
 650.00         16.00                    Rocksalt         -1.57410600
 650.00         17.00                  ICSD_43434         -1.46820400
 650.00         18.00                  ICSD_43434         -1.36733800
 650.00         19.00                  ICSD_43434         -1.26762200
 650.00         20.00                  ICSD_43434         -1.16899800
 650.00         21.00                  ICSD_43434         -1.07141500
 650.00         22.00                  ICSD_43434         -0.97482300
 650.00         23.00                  ICSD_43434         -0.87917900
 650.00         24.00                  ICSD_43434         -0.78444700
 650.00         25.00                  ICSD_43434         -0.69057100
 650.00         26.00                  ICSD_43434         -0.59752700
 650.00         27.00                  ICSD_43434         -0.50528300
 650.00         28.00                  ICSD_43434         -0.41381700
 650.00         29.00                  ICSD_43434         -0.32308300
 650.00         30.00                  ICSD_43434         -0.23306300
 650.00         31.00                  ICSD_43434         -0.14373400
 650.00         32.00                  ICSD_43434         -0.05506300
 650.00         33.00                  ICSD_43434          0.03295400
 650.00         34.00                  ICSD_43434          0.12034300
 650.00         35.00                  ICSD_43434          0.20712500
 650.00         36.00                  ICSD_43434          0.29331600
 650.00         37.00               NO_PHASE_DATA          0.00000000
 650.00         38.00               NO_PHASE_DATA          0.00000000
 650.00         39.00               NO_PHASE_DATA          0.00000000
 650.00         40.00               NO_PHASE_DATA          0.00000000
 650.00         41.00               NO_PHASE_DATA          0.00000000
 650.00         42.00               NO_PHASE_DATA          0.00000000
 650.00         43.00               NO_PHASE_DATA          0.00000000
 650.00         44.00               NO_PHASE_DATA          0.00000000
 650.00         45.00               NO_PHASE_DATA          0.00000000
 650.00         46.00               NO_PHASE_DATA          0.00000000
 650.00         47.00               NO_PHASE_DATA          0.00000000
 650.00         48.00               NO_PHASE_DATA          0.00000000
 650.00         49.00               NO_PHASE_DATA          0.00000000
 650.00         50.00               NO_PHASE_DATA          0.00000000
 650.00         51.00               NO_PHASE_DATA          0.00000000
 650.00         52.00               NO_PHASE_DATA          0.00000000
 650.00         53.00               NO_PHASE_DATA          0.00000000
 650.00         54.00               NO_PHASE_DATA          0.00000000
 650.00         55.00               NO_PHASE_DATA          0.00000000
 650.00         56.00               NO_PHASE_DATA          0.00000000
 650.00         57.00               NO_PHASE_DATA          0.00000000
 650.00         58.00               NO_PHASE_DATA          0.00000000
 650.00         59.00               NO_PHASE_DATA          0.00000000
 650.00         60.00               NO_PHASE_DATA          0.00000000
 650.00         61.00               NO_PHASE_DATA          0.00000000
 650.00         62.00               NO_PHASE_DATA          0.00000000
 650.00         63.00               NO_PHASE_DATA          0.00000000
 650.00         64.00               NO_PHASE_DATA          0.00000000
 650.00         65.00               NO_PHASE_DATA          0.00000000
 650.00         66.00               NO_PHASE_DATA          0.00000000
 650.00         67.00               NO_PHASE_DATA          0.00000000
 650.00         68.00               NO_PHASE_DATA          0.00000000
 650.00         69.00               NO_PHASE_DATA          0.00000000
 650.00         70.00               NO_PHASE_DATA          0.00000000
 650.00         71.00               NO_PHASE_DATA          0.00000000
 650.00         72.00               NO_PHASE_DATA          0.00000000
 650.00         73.00               NO_PHASE_DATA          0.00000000
 650.00         74.00               NO_PHASE_DATA          0.00000000
 650.00         75.00               NO_PHASE_DATA          0.00000000
 650.00         76.00               NO_PHASE_DATA          0.00000000
 650.00         77.00               NO_PHASE_DATA          0.00000000
 650.00         78.00               NO_PHASE_DATA          0.00000000
 650.00         79.00               NO_PHASE_DATA          0.00000000
 650.00         80.00               NO_PHASE_DATA          0.00000000
 650.00         81.00               NO_PHASE_DATA          0.00000000
 650.00         82.00               NO_PHASE_DATA          0.00000000
 650.00         83.00               NO_PHASE_DATA          0.00000000
 650.00         84.00               NO_PHASE_DATA          0.00000000
 650.00         85.00               NO_PHASE_DATA          0.00000000
 650.00         86.00               NO_PHASE_DATA          0.00000000
 650.00         87.00               NO_PHASE_DATA          0.00000000
 650.00         88.00               NO_PHASE_DATA          0.00000000
 650.00         89.00               NO_PHASE_DATA          0.00000000
 650.00         90.00               NO_PHASE_DATA          0.00000000
 650.00         91.00               NO_PHASE_DATA          0.00000000
 650.00         92.00               NO_PHASE_DATA          0.00000000
 650.00         93.00               NO_PHASE_DATA          0.00000000
 650.00         94.00               NO_PHASE_DATA          0.00000000
 650.00         95.00               NO_PHASE_DATA          0.00000000
 650.00         96.00               NO_PHASE_DATA          0.00000000
 650.00         97.00               NO_PHASE_DATA          0.00000000
 650.00         98.00               NO_PHASE_DATA          0.00000000
 650.00         99.00               NO_PHASE_DATA          0.00000000
 650.00        100.00               NO_PHASE_DATA          0.00000000
 660.00          0.00                    Rocksalt         -3.61889500
 660.00          1.00                    Rocksalt         -3.45427700
 660.00          2.00                    Rocksalt         -3.30161900
 660.00          3.00                    Rocksalt         -3.15654900
 660.00          4.00                    Rocksalt         -3.01715900
 660.00          5.00                    Rocksalt         -2.88234400
 660.00          6.00                    Rocksalt         -2.75137500
 660.00          7.00                    Rocksalt         -2.62372500
 660.00          8.00                    Rocksalt         -2.49899700
 660.00          9.00                    Rocksalt         -2.37688000
 660.00         10.00                    Rocksalt         -2.25712000
 660.00         11.00                    Rocksalt         -2.13950800
 660.00         12.00                    Rocksalt         -2.02386900
 660.00         13.00                    Rocksalt         -1.91005200
 660.00         14.00                    Rocksalt         -1.79792800
 660.00         15.00                    Rocksalt         -1.68738300
 660.00         16.00                    Rocksalt         -1.57831900
 660.00         17.00                  ICSD_43434         -1.47296300
 660.00         18.00                  ICSD_43434         -1.37204700
 660.00         19.00                  ICSD_43434         -1.27228400
 660.00         20.00                  ICSD_43434         -1.17361500
 660.00         21.00                  ICSD_43434         -1.07598800
 660.00         22.00                  ICSD_43434         -0.97935500
 660.00         23.00                  ICSD_43434         -0.88367200
 660.00         24.00                  ICSD_43434         -0.78890200
 660.00         25.00                  ICSD_43434         -0.69499000
 660.00         26.00                  ICSD_43434         -0.60191100
 660.00         27.00                  ICSD_43434         -0.50963400
 660.00         28.00                  ICSD_43434         -0.41813600
 660.00         29.00                  ICSD_43434         -0.32737100
 660.00         30.00                  ICSD_43434         -0.23732100
 660.00         31.00                  ICSD_43434         -0.14796200
 660.00         32.00                  ICSD_43434         -0.05926300
 660.00         33.00                  ICSD_43434          0.02878100
 660.00         34.00                  ICSD_43434          0.11619700
 660.00         35.00                  ICSD_43434          0.20300400
 660.00         36.00                  ICSD_43434          0.28922100
 660.00         37.00               NO_PHASE_DATA          0.00000000
 660.00         38.00               NO_PHASE_DATA          0.00000000
 660.00         39.00               NO_PHASE_DATA          0.00000000
 660.00         40.00               NO_PHASE_DATA          0.00000000
 660.00         41.00               NO_PHASE_DATA          0.00000000
 660.00         42.00               NO_PHASE_DATA          0.00000000
 660.00         43.00               NO_PHASE_DATA          0.00000000
 660.00         44.00               NO_PHASE_DATA          0.00000000
 660.00         45.00               NO_PHASE_DATA          0.00000000
 660.00         46.00               NO_PHASE_DATA          0.00000000
 660.00         47.00               NO_PHASE_DATA          0.00000000
 660.00         48.00               NO_PHASE_DATA          0.00000000
 660.00         49.00               NO_PHASE_DATA          0.00000000
 660.00         50.00               NO_PHASE_DATA          0.00000000
 660.00         51.00               NO_PHASE_DATA          0.00000000
 660.00         52.00               NO_PHASE_DATA          0.00000000
 660.00         53.00               NO_PHASE_DATA          0.00000000
 660.00         54.00               NO_PHASE_DATA          0.00000000
 660.00         55.00               NO_PHASE_DATA          0.00000000
 660.00         56.00               NO_PHASE_DATA          0.00000000
 660.00         57.00               NO_PHASE_DATA          0.00000000
 660.00         58.00               NO_PHASE_DATA          0.00000000
 660.00         59.00               NO_PHASE_DATA          0.00000000
 660.00         60.00               NO_PHASE_DATA          0.00000000
 660.00         61.00               NO_PHASE_DATA          0.00000000
 660.00         62.00               NO_PHASE_DATA          0.00000000
 660.00         63.00               NO_PHASE_DATA          0.00000000
 660.00         64.00               NO_PHASE_DATA          0.00000000
 660.00         65.00               NO_PHASE_DATA          0.00000000
 660.00         66.00               NO_PHASE_DATA          0.00000000
 660.00         67.00               NO_PHASE_DATA          0.00000000
 660.00         68.00               NO_PHASE_DATA          0.00000000
 660.00         69.00               NO_PHASE_DATA          0.00000000
 660.00         70.00               NO_PHASE_DATA          0.00000000
 660.00         71.00               NO_PHASE_DATA          0.00000000
 660.00         72.00               NO_PHASE_DATA          0.00000000
 660.00         73.00               NO_PHASE_DATA          0.00000000
 660.00         74.00               NO_PHASE_DATA          0.00000000
 660.00         75.00               NO_PHASE_DATA          0.00000000
 660.00         76.00               NO_PHASE_DATA          0.00000000
 660.00         77.00               NO_PHASE_DATA          0.00000000
 660.00         78.00               NO_PHASE_DATA          0.00000000
 660.00         79.00               NO_PHASE_DATA          0.00000000
 660.00         80.00               NO_PHASE_DATA          0.00000000
 660.00         81.00               NO_PHASE_DATA          0.00000000
 660.00         82.00               NO_PHASE_DATA          0.00000000
 660.00         83.00               NO_PHASE_DATA          0.00000000
 660.00         84.00               NO_PHASE_DATA          0.00000000
 660.00         85.00               NO_PHASE_DATA          0.00000000
 660.00         86.00               NO_PHASE_DATA          0.00000000
 660.00         87.00               NO_PHASE_DATA          0.00000000
 660.00         88.00               NO_PHASE_DATA          0.00000000
 660.00         89.00               NO_PHASE_DATA          0.00000000
 660.00         90.00               NO_PHASE_DATA          0.00000000
 660.00         91.00               NO_PHASE_DATA          0.00000000
 660.00         92.00               NO_PHASE_DATA          0.00000000
 660.00         93.00               NO_PHASE_DATA          0.00000000
 660.00         94.00               NO_PHASE_DATA          0.00000000
 660.00         95.00               NO_PHASE_DATA          0.00000000
 660.00         96.00               NO_PHASE_DATA          0.00000000
 660.00         97.00               NO_PHASE_DATA          0.00000000
 660.00         98.00               NO_PHASE_DATA          0.00000000
 660.00         99.00               NO_PHASE_DATA          0.00000000
 660.00        100.00               NO_PHASE_DATA          0.00000000
 670.00          0.00                    Rocksalt         -3.62573500
 670.00          1.00                    Rocksalt         -3.46042600
 670.00          2.00                    Rocksalt         -3.30741100
 670.00          3.00                    Rocksalt         -3.16209300
 670.00          4.00                    Rocksalt         -3.02251100
 670.00          5.00                    Rocksalt         -2.88753800
 670.00          6.00                    Rocksalt         -2.75643300
 670.00          7.00                    Rocksalt         -2.62866500
 670.00          8.00                    Rocksalt         -2.50383200
 670.00          9.00                    Rocksalt         -2.38162000
 670.00         10.00                    Rocksalt         -2.26177300
 670.00         11.00                    Rocksalt         -2.14408200
 670.00         12.00                    Rocksalt         -2.02836900
 670.00         13.00                    Rocksalt         -1.91448400
 670.00         14.00                    Rocksalt         -1.80229700
 670.00         15.00                    Rocksalt         -1.69169300
 670.00         16.00                    Rocksalt         -1.58257200
 670.00         17.00                  ICSD_43434         -1.47776400
 670.00         18.00                  ICSD_43434         -1.37679800
 670.00         19.00                  ICSD_43434         -1.27698600
 670.00         20.00                  ICSD_43434         -1.17827200
 670.00         21.00                  ICSD_43434         -1.08060200
 670.00         22.00                  ICSD_43434         -0.98392800
 670.00         23.00                  ICSD_43434         -0.88820500
 670.00         24.00                  ICSD_43434         -0.79339800
 670.00         25.00                  ICSD_43434         -0.69944900
 670.00         26.00                  ICSD_43434         -0.60633500
 670.00         27.00                  ICSD_43434         -0.51402400
 670.00         28.00                  ICSD_43434         -0.42249500
 670.00         29.00                  ICSD_43434         -0.33169800
 670.00         30.00                  ICSD_43434         -0.24161800
 670.00         31.00                  ICSD_43434         -0.15223000
 670.00         32.00                  ICSD_43434         -0.06350300
 670.00         33.00                  ICSD_43434          0.02456900
 670.00         34.00                  ICSD_43434          0.11201100
 670.00         35.00                  ICSD_43434          0.19884500
 670.00         36.00                  ICSD_43434          0.28508600
 670.00         37.00               NO_PHASE_DATA          0.00000000
 670.00         38.00               NO_PHASE_DATA          0.00000000
 670.00         39.00               NO_PHASE_DATA          0.00000000
 670.00         40.00               NO_PHASE_DATA          0.00000000
 670.00         41.00               NO_PHASE_DATA          0.00000000
 670.00         42.00               NO_PHASE_DATA          0.00000000
 670.00         43.00               NO_PHASE_DATA          0.00000000
 670.00         44.00               NO_PHASE_DATA          0.00000000
 670.00         45.00               NO_PHASE_DATA          0.00000000
 670.00         46.00               NO_PHASE_DATA          0.00000000
 670.00         47.00               NO_PHASE_DATA          0.00000000
 670.00         48.00               NO_PHASE_DATA          0.00000000
 670.00         49.00               NO_PHASE_DATA          0.00000000
 670.00         50.00               NO_PHASE_DATA          0.00000000
 670.00         51.00               NO_PHASE_DATA          0.00000000
 670.00         52.00               NO_PHASE_DATA          0.00000000
 670.00         53.00               NO_PHASE_DATA          0.00000000
 670.00         54.00               NO_PHASE_DATA          0.00000000
 670.00         55.00               NO_PHASE_DATA          0.00000000
 670.00         56.00               NO_PHASE_DATA          0.00000000
 670.00         57.00               NO_PHASE_DATA          0.00000000
 670.00         58.00               NO_PHASE_DATA          0.00000000
 670.00         59.00               NO_PHASE_DATA          0.00000000
 670.00         60.00               NO_PHASE_DATA          0.00000000
 670.00         61.00               NO_PHASE_DATA          0.00000000
 670.00         62.00               NO_PHASE_DATA          0.00000000
 670.00         63.00               NO_PHASE_DATA          0.00000000
 670.00         64.00               NO_PHASE_DATA          0.00000000
 670.00         65.00               NO_PHASE_DATA          0.00000000
 670.00         66.00               NO_PHASE_DATA          0.00000000
 670.00         67.00               NO_PHASE_DATA          0.00000000
 670.00         68.00               NO_PHASE_DATA          0.00000000
 670.00         69.00               NO_PHASE_DATA          0.00000000
 670.00         70.00               NO_PHASE_DATA          0.00000000
 670.00         71.00               NO_PHASE_DATA          0.00000000
 670.00         72.00               NO_PHASE_DATA          0.00000000
 670.00         73.00               NO_PHASE_DATA          0.00000000
 670.00         74.00               NO_PHASE_DATA          0.00000000
 670.00         75.00               NO_PHASE_DATA          0.00000000
 670.00         76.00               NO_PHASE_DATA          0.00000000
 670.00         77.00               NO_PHASE_DATA          0.00000000
 670.00         78.00               NO_PHASE_DATA          0.00000000
 670.00         79.00               NO_PHASE_DATA          0.00000000
 670.00         80.00               NO_PHASE_DATA          0.00000000
 670.00         81.00               NO_PHASE_DATA          0.00000000
 670.00         82.00               NO_PHASE_DATA          0.00000000
 670.00         83.00               NO_PHASE_DATA          0.00000000
 670.00         84.00               NO_PHASE_DATA          0.00000000
 670.00         85.00               NO_PHASE_DATA          0.00000000
 670.00         86.00               NO_PHASE_DATA          0.00000000
 670.00         87.00               NO_PHASE_DATA          0.00000000
 670.00         88.00               NO_PHASE_DATA          0.00000000
 670.00         89.00               NO_PHASE_DATA          0.00000000
 670.00         90.00               NO_PHASE_DATA          0.00000000
 670.00         91.00               NO_PHASE_DATA          0.00000000
 670.00         92.00               NO_PHASE_DATA          0.00000000
 670.00         93.00               NO_PHASE_DATA          0.00000000
 670.00         94.00               NO_PHASE_DATA          0.00000000
 670.00         95.00               NO_PHASE_DATA          0.00000000
 670.00         96.00               NO_PHASE_DATA          0.00000000
 670.00         97.00               NO_PHASE_DATA          0.00000000
 670.00         98.00               NO_PHASE_DATA          0.00000000
 670.00         99.00               NO_PHASE_DATA          0.00000000
 670.00        100.00               NO_PHASE_DATA          0.00000000
 680.00          0.00                    Rocksalt         -3.63266400
 680.00          1.00                    Rocksalt         -3.46663200
 680.00          2.00                    Rocksalt         -3.31325200
 680.00          3.00                    Rocksalt         -3.16768400
 680.00          4.00                    Rocksalt         -3.02790800
 680.00          5.00                    Rocksalt         -2.89277600
 680.00          6.00                    Rocksalt         -2.76153500
 680.00          7.00                    Rocksalt         -2.63364700
 680.00          8.00                    Rocksalt         -2.50870900
 680.00          9.00                    Rocksalt         -2.38640100
 680.00         10.00                    Rocksalt         -2.26646800
 680.00         11.00                    Rocksalt         -2.14869700
 680.00         12.00                    Rocksalt         -2.03291100
 680.00         13.00                    Rocksalt         -1.91895700
 680.00         14.00                    Rocksalt         -1.80670600
 680.00         15.00                    Rocksalt         -1.69604200
 680.00         16.00                    Rocksalt         -1.58686500
 680.00         17.00                  ICSD_43434         -1.48260400
 680.00         18.00                  ICSD_43434         -1.38158800
 680.00         19.00                  ICSD_43434         -1.28172900
 680.00         20.00                  ICSD_43434         -1.18296900
 680.00         21.00                  ICSD_43434         -1.08525600
 680.00         22.00                  ICSD_43434         -0.98854000
 680.00         23.00                  ICSD_43434         -0.89277700
 680.00         24.00                  ICSD_43434         -0.79793200
 680.00         25.00                  ICSD_43434         -0.70394700
 680.00         26.00                  ICSD_43434         -0.61079900
 680.00         27.00                  ICSD_43434         -0.51845400
 680.00         28.00                  ICSD_43434         -0.42689300
 680.00         29.00                  ICSD_43434         -0.33606500
 680.00         30.00                  ICSD_43434         -0.24595400
 680.00         31.00                  ICSD_43434         -0.15653700
 680.00         32.00                  ICSD_43434         -0.06778100
 680.00         33.00                  ICSD_43434          0.02031800
 680.00         34.00                  ICSD_43434          0.10778700
 680.00         35.00                  ICSD_43434          0.19464600
 680.00         36.00                  ICSD_43434          0.28091300
 680.00         37.00               NO_PHASE_DATA          0.00000000
 680.00         38.00               NO_PHASE_DATA          0.00000000
 680.00         39.00               NO_PHASE_DATA          0.00000000
 680.00         40.00               NO_PHASE_DATA          0.00000000
 680.00         41.00               NO_PHASE_DATA          0.00000000
 680.00         42.00               NO_PHASE_DATA          0.00000000
 680.00         43.00               NO_PHASE_DATA          0.00000000
 680.00         44.00               NO_PHASE_DATA          0.00000000
 680.00         45.00               NO_PHASE_DATA          0.00000000
 680.00         46.00               NO_PHASE_DATA          0.00000000
 680.00         47.00               NO_PHASE_DATA          0.00000000
 680.00         48.00               NO_PHASE_DATA          0.00000000
 680.00         49.00               NO_PHASE_DATA          0.00000000
 680.00         50.00               NO_PHASE_DATA          0.00000000
 680.00         51.00               NO_PHASE_DATA          0.00000000
 680.00         52.00               NO_PHASE_DATA          0.00000000
 680.00         53.00               NO_PHASE_DATA          0.00000000
 680.00         54.00               NO_PHASE_DATA          0.00000000
 680.00         55.00               NO_PHASE_DATA          0.00000000
 680.00         56.00               NO_PHASE_DATA          0.00000000
 680.00         57.00               NO_PHASE_DATA          0.00000000
 680.00         58.00               NO_PHASE_DATA          0.00000000
 680.00         59.00               NO_PHASE_DATA          0.00000000
 680.00         60.00               NO_PHASE_DATA          0.00000000
 680.00         61.00               NO_PHASE_DATA          0.00000000
 680.00         62.00               NO_PHASE_DATA          0.00000000
 680.00         63.00               NO_PHASE_DATA          0.00000000
 680.00         64.00               NO_PHASE_DATA          0.00000000
 680.00         65.00               NO_PHASE_DATA          0.00000000
 680.00         66.00               NO_PHASE_DATA          0.00000000
 680.00         67.00               NO_PHASE_DATA          0.00000000
 680.00         68.00               NO_PHASE_DATA          0.00000000
 680.00         69.00               NO_PHASE_DATA          0.00000000
 680.00         70.00               NO_PHASE_DATA          0.00000000
 680.00         71.00               NO_PHASE_DATA          0.00000000
 680.00         72.00               NO_PHASE_DATA          0.00000000
 680.00         73.00               NO_PHASE_DATA          0.00000000
 680.00         74.00               NO_PHASE_DATA          0.00000000
 680.00         75.00               NO_PHASE_DATA          0.00000000
 680.00         76.00               NO_PHASE_DATA          0.00000000
 680.00         77.00               NO_PHASE_DATA          0.00000000
 680.00         78.00               NO_PHASE_DATA          0.00000000
 680.00         79.00               NO_PHASE_DATA          0.00000000
 680.00         80.00               NO_PHASE_DATA          0.00000000
 680.00         81.00               NO_PHASE_DATA          0.00000000
 680.00         82.00               NO_PHASE_DATA          0.00000000
 680.00         83.00               NO_PHASE_DATA          0.00000000
 680.00         84.00               NO_PHASE_DATA          0.00000000
 680.00         85.00               NO_PHASE_DATA          0.00000000
 680.00         86.00               NO_PHASE_DATA          0.00000000
 680.00         87.00               NO_PHASE_DATA          0.00000000
 680.00         88.00               NO_PHASE_DATA          0.00000000
 680.00         89.00               NO_PHASE_DATA          0.00000000
 680.00         90.00               NO_PHASE_DATA          0.00000000
 680.00         91.00               NO_PHASE_DATA          0.00000000
 680.00         92.00               NO_PHASE_DATA          0.00000000
 680.00         93.00               NO_PHASE_DATA          0.00000000
 680.00         94.00               NO_PHASE_DATA          0.00000000
 680.00         95.00               NO_PHASE_DATA          0.00000000
 680.00         96.00               NO_PHASE_DATA          0.00000000
 680.00         97.00               NO_PHASE_DATA          0.00000000
 680.00         98.00               NO_PHASE_DATA          0.00000000
 680.00         99.00               NO_PHASE_DATA          0.00000000
 680.00        100.00               NO_PHASE_DATA          0.00000000
 690.00          0.00                    Rocksalt         -3.63968500
 690.00          1.00                    Rocksalt         -3.47289400
 690.00          2.00                    Rocksalt         -3.31914200
 690.00          3.00                    Rocksalt         -3.17332000
 690.00          4.00                    Rocksalt         -3.03334900
 690.00          5.00                    Rocksalt         -2.89805600
 690.00          6.00                    Rocksalt         -2.76667800
 690.00          7.00                    Rocksalt         -2.63867200
 690.00          8.00                    Rocksalt         -2.51362700
 690.00          9.00                    Rocksalt         -2.39122300
 690.00         10.00                    Rocksalt         -2.27120300
 690.00         11.00                    Rocksalt         -2.15335200
 690.00         12.00                    Rocksalt         -2.03749200
 690.00         13.00                    Rocksalt         -1.92347000
