#  T(K)        P(GPa)                   PhaseName             G(eV/atom)
 280.00         97.00               NO_PHASE_DATA          0.00000000
 280.00         98.00               NO_PHASE_DATA          0.00000000
 280.00         99.00               NO_PHASE_DATA          0.00000000
 280.00        100.00               NO_PHASE_DATA          0.00000000
 290.00          0.00                    Rocksalt         -4.32210600
 290.00          1.00                    Rocksalt         -4.23723600
 290.00          2.00                    Rocksalt         -4.15449500
 290.00          3.00                    Rocksalt         -4.07360900
 290.00          4.00                    Rocksalt         -3.99436400
 290.00          5.00                    Rocksalt         -3.91659200
 290.00          6.00                    Rocksalt         -3.84015400
 290.00          7.00                    Rocksalt         -3.76493500
 290.00          8.00                    Rocksalt         -3.69083800
 290.00          9.00                    Rocksalt         -3.61778000
 290.00         10.00                    Rocksalt         -3.54569000
 290.00         11.00                    Rocksalt         -3.47450500
 290.00         12.00                    Rocksalt         -3.40416900
 290.00         13.00                    Rocksalt         -3.33463600
 290.00         14.00                    Rocksalt         -3.26585800
 290.00         15.00                    Rocksalt         -3.19779900
 290.00         16.00                    Rocksalt         -3.13042200
 290.00         17.00                    Rocksalt         -3.06369400
 290.00         18.00                    Rocksalt         -2.99758700
 290.00         19.00                    Rocksalt         -2.93207200
 290.00         20.00                    Rocksalt         -2.86712600
 290.00         21.00                    Rocksalt         -2.80272500
 290.00         22.00                    Rocksalt         -2.73884800
 290.00         23.00                          B2         -2.67664300
 290.00         24.00                          B2         -2.61899900
 290.00         25.00                          B2         -2.56177300
 290.00         26.00                          B2         -2.50495200
 290.00         27.00                          B2         -2.44852300
 290.00         28.00                          B2         -2.39247200
 290.00         29.00                          B2         -2.33678900
 290.00         30.00                          B2         -2.28146200
 290.00         31.00                          B2         -2.22648200
 290.00         32.00                          B2         -2.17183800
 290.00         33.00                          B2         -2.11752000
 290.00         34.00                          B2         -2.06352000
 290.00         35.00                          B2         -2.00983000
 290.00         36.00                          B2         -1.95644300
 290.00         37.00                          B2         -1.90334800
 290.00         38.00                          B2         -1.85053900
 290.00         39.00                          B2         -1.79801000
 290.00         40.00                          B2         -1.74575400
 290.00         41.00                          B2         -1.69376500
 290.00         42.00                          B2         -1.64203600
 290.00         43.00                          B2         -1.59056400
 290.00         44.00                          B2         -1.53933800
 290.00         45.00                          B2         -1.48835600
 290.00         46.00                          B2         -1.43761300
 290.00         47.00                          B2         -1.38710300
 290.00         48.00                          B2         -1.33682200
 290.00         49.00                          B2         -1.28676500
 290.00         50.00                          B2         -1.23692500
 290.00         51.00                          B2         -1.18730300
 290.00         52.00                          B2         -1.13789200
 290.00         53.00                          B2         -1.08868900
 290.00         54.00                          B2         -1.03968900
 290.00         55.00                          B2         -0.99088900
 290.00         56.00                          B2         -0.94228500
 290.00         57.00                          B2         -0.89387500
 290.00         58.00                    Rocksalt         -0.68210000
 290.00         59.00                    Rocksalt         -0.62988100
 290.00         60.00               NO_PHASE_DATA          0.00000000
 290.00         61.00               NO_PHASE_DATA          0.00000000
 290.00         62.00               NO_PHASE_DATA          0.00000000
 290.00         63.00               NO_PHASE_DATA          0.00000000
 290.00         64.00               NO_PHASE_DATA          0.00000000
 290.00         65.00               NO_PHASE_DATA          0.00000000
 290.00         66.00               NO_PHASE_DATA          0.00000000
 290.00         67.00               NO_PHASE_DATA          0.00000000
 290.00         68.00               NO_PHASE_DATA          0.00000000
 290.00         69.00               NO_PHASE_DATA          0.00000000
 290.00         70.00               NO_PHASE_DATA          0.00000000
 290.00         71.00               NO_PHASE_DATA          0.00000000
 290.00         72.00               NO_PHASE_DATA          0.00000000
 290.00         73.00               NO_PHASE_DATA          0.00000000
 290.00         74.00               NO_PHASE_DATA          0.00000000
 290.00         75.00               NO_PHASE_DATA          0.00000000
 290.00         76.00               NO_PHASE_DATA          0.00000000
 290.00         77.00               NO_PHASE_DATA          0.00000000
 290.00         78.00               NO_PHASE_DATA          0.00000000
 290.00         79.00               NO_PHASE_DATA          0.00000000
 290.00         80.00               NO_PHASE_DATA          0.00000000
 290.00         81.00               NO_PHASE_DATA          0.00000000
 290.00         82.00               NO_PHASE_DATA          0.00000000
 290.00         83.00               NO_PHASE_DATA          0.00000000
 290.00         84.00               NO_PHASE_DATA          0.00000000
 290.00         85.00               NO_PHASE_DATA          0.00000000
 290.00         86.00               NO_PHASE_DATA          0.00000000
 290.00         87.00               NO_PHASE_DATA          0.00000000
 290.00         88.00               NO_PHASE_DATA          0.00000000
 290.00         89.00               NO_PHASE_DATA          0.00000000
 290.00         90.00               NO_PHASE_DATA          0.00000000
 290.00         91.00               NO_PHASE_DATA          0.00000000
 290.00         92.00               NO_PHASE_DATA          0.00000000
 290.00         93.00               NO_PHASE_DATA          0.00000000
 290.00         94.00               NO_PHASE_DATA          0.00000000
 290.00         95.00               NO_PHASE_DATA          0.00000000
 290.00         96.00               NO_PHASE_DATA          0.00000000
 290.00         97.00               NO_PHASE_DATA          0.00000000
 290.00         98.00               NO_PHASE_DATA          0.00000000
 290.00         99.00               NO_PHASE_DATA          0.00000000
 290.00        100.00               NO_PHASE_DATA          0.00000000
 300.00          0.00                    Rocksalt         -4.32489700
 300.00          1.00                    Rocksalt         -4.23988400
 300.00          2.00                    Rocksalt         -4.15702200
 300.00          3.00                    Rocksalt         -4.07603100
 300.00          4.00                    Rocksalt         -3.99669500
 300.00          5.00                    Rocksalt         -3.91884000
 300.00          6.00                    Rocksalt         -3.84232700
 300.00          7.00                    Rocksalt         -3.76704100
 300.00          8.00                    Rocksalt         -3.69288200
 300.00          9.00                    Rocksalt         -3.61976700
 300.00         10.00                    Rocksalt         -3.54762400
 300.00         11.00                    Rocksalt         -3.47639000
 300.00         12.00                    Rocksalt         -3.40600800
 300.00         13.00                    Rocksalt         -3.33643100
 300.00         14.00                    Rocksalt         -3.26761300
 300.00         15.00                    Rocksalt         -3.19951500
 300.00         16.00                    Rocksalt         -3.13210200
 300.00         17.00                    Rocksalt         -3.06533900
 300.00         18.00                    Rocksalt         -2.99919900
 300.00         19.00                    Rocksalt         -2.93365300
 300.00         20.00                    Rocksalt         -2.86867700
 300.00         21.00                    Rocksalt         -2.80424700
 300.00         22.00                    Rocksalt         -2.74034200
 300.00         23.00                          B2         -2.67853800
 300.00         24.00                          B2         -2.62086600
 300.00         25.00                          B2         -2.56361400
 300.00         26.00                          B2         -2.50676800
 300.00         27.00                          B2         -2.45031400
 300.00         28.00                          B2         -2.39424000
 300.00         29.00                          B2         -2.33853400
 300.00         30.00                          B2         -2.28318500
 300.00         31.00                          B2         -2.22818300
 300.00         32.00                          B2         -2.17351800
 300.00         33.00                          B2         -2.11918000
 300.00         34.00                          B2         -2.06516100
 300.00         35.00                          B2         -2.01145200
 300.00         36.00                          B2         -1.95804600
 300.00         37.00                          B2         -1.90493300
 300.00         38.00                          B2         -1.85210700
 300.00         39.00                          B2         -1.79956100
 300.00         40.00                          B2         -1.74728800
 300.00         41.00                          B2         -1.69528200
 300.00         42.00                          B2         -1.64353700
 300.00         43.00                          B2         -1.59205000
 300.00         44.00                          B2         -1.54080900
 300.00         45.00                          B2         -1.48981300
 300.00         46.00                          B2         -1.43905500
 300.00         47.00                          B2         -1.38853100
 300.00         48.00                          B2         -1.33823600
 300.00         49.00                          B2         -1.28816600
 300.00         50.00                          B2         -1.23831300
 300.00         51.00                          B2         -1.18867800
 300.00         52.00                          B2         -1.13925500
 300.00         53.00                          B2         -1.09003900
 300.00         54.00                          B2         -1.04102700
 300.00         55.00                          B2         -0.99221500
 300.00         56.00                          B2         -0.94360000
 300.00         57.00                          B2         -0.89517800
 300.00         58.00                    Rocksalt         -0.68302800
 300.00         59.00                    Rocksalt         -0.63079900
 300.00         60.00               NO_PHASE_DATA          0.00000000
 300.00         61.00               NO_PHASE_DATA          0.00000000
 300.00         62.00               NO_PHASE_DATA          0.00000000
 300.00         63.00               NO_PHASE_DATA          0.00000000
 300.00         64.00               NO_PHASE_DATA          0.00000000
 300.00         65.00               NO_PHASE_DATA          0.00000000
 300.00         66.00               NO_PHASE_DATA          0.00000000
 300.00         67.00               NO_PHASE_DATA          0.00000000
 300.00         68.00               NO_PHASE_DATA          0.00000000
 300.00         69.00               NO_PHASE_DATA          0.00000000
 300.00         70.00               NO_PHASE_DATA          0.00000000
 300.00         71.00               NO_PHASE_DATA          0.00000000
 300.00         72.00               NO_PHASE_DATA          0.00000000
 300.00         73.00               NO_PHASE_DATA          0.00000000
 300.00         74.00               NO_PHASE_DATA          0.00000000
 300.00         75.00               NO_PHASE_DATA          0.00000000
 300.00         76.00               NO_PHASE_DATA          0.00000000
 300.00         77.00               NO_PHASE_DATA          0.00000000
 300.00         78.00               NO_PHASE_DATA          0.00000000
 300.00         79.00               NO_PHASE_DATA          0.00000000
 300.00         80.00               NO_PHASE_DATA          0.00000000
 300.00         81.00               NO_PHASE_DATA          0.00000000
 300.00         82.00               NO_PHASE_DATA          0.00000000
 300.00         83.00               NO_PHASE_DATA          0.00000000
 300.00         84.00               NO_PHASE_DATA          0.00000000
 300.00         85.00               NO_PHASE_DATA          0.00000000
 300.00         86.00               NO_PHASE_DATA          0.00000000
 300.00         87.00               NO_PHASE_DATA          0.00000000
 300.00         88.00               NO_PHASE_DATA          0.00000000
 300.00         89.00               NO_PHASE_DATA          0.00000000
 300.00         90.00               NO_PHASE_DATA          0.00000000
 300.00         91.00               NO_PHASE_DATA          0.00000000
 300.00         92.00               NO_PHASE_DATA          0.00000000
 300.00         93.00               NO_PHASE_DATA          0.00000000
 300.00         94.00               NO_PHASE_DATA          0.00000000
 300.00         95.00               NO_PHASE_DATA          0.00000000
 300.00         96.00               NO_PHASE_DATA          0.00000000
 300.00         97.00               NO_PHASE_DATA          0.00000000
 300.00         98.00               NO_PHASE_DATA          0.00000000
 300.00         99.00               NO_PHASE_DATA          0.00000000
 300.00        100.00               NO_PHASE_DATA          0.00000000
 310.00          0.00                    Rocksalt         -4.32777600
 310.00          1.00                    Rocksalt         -4.24261900
 310.00          2.00                    Rocksalt         -4.15963400
 310.00          3.00                    Rocksalt         -4.07853700
 310.00          4.00                    Rocksalt         -3.99910600
 310.00          5.00                    Rocksalt         -3.92116800
 310.00          6.00                    Rocksalt         -3.84458000
 310.00          7.00                    Rocksalt         -3.76922500
 310.00          8.00                    Rocksalt         -3.69500300
 310.00          9.00                    Rocksalt         -3.62183000
 310.00         10.00                    Rocksalt         -3.54963300
 310.00         11.00                    Rocksalt         -3.47834900
 310.00         12.00                    Rocksalt         -3.40792000
 310.00         13.00                    Rocksalt         -3.33829900
 310.00         14.00                    Rocksalt         -3.26944000
 310.00         15.00                    Rocksalt         -3.20130200
 310.00         16.00                    Rocksalt         -3.13385100
 310.00         17.00                    Rocksalt         -3.06705400
 310.00         18.00                    Rocksalt         -3.00088000
 310.00         19.00                    Rocksalt         -2.93530200
 310.00         20.00                    Rocksalt         -2.87029500
 310.00         21.00                    Rocksalt         -2.80583600
 310.00         22.00                    Rocksalt         -2.74190300
 310.00         23.00                          B2         -2.68050600
 310.00         24.00                          B2         -2.62280600
 310.00         25.00                          B2         -2.56552800
 310.00         26.00                          B2         -2.50865600
 310.00         27.00                          B2         -2.45217700
 310.00         28.00                          B2         -2.39607900
 310.00         29.00                          B2         -2.34035000
 310.00         30.00                          B2         -2.28497800
 310.00         31.00                          B2         -2.22995500
 310.00         32.00                          B2         -2.17526800
 310.00         33.00                          B2         -2.12091000
 310.00         34.00                          B2         -2.06687100
 310.00         35.00                          B2         -2.01314200
 310.00         36.00                          B2         -1.95971800
 310.00         37.00                          B2         -1.90658600
 310.00         38.00                          B2         -1.85374200
 310.00         39.00                          B2         -1.80117900
 310.00         40.00                          B2         -1.74888900
 310.00         41.00                          B2         -1.69686700
 310.00         42.00                          B2         -1.64510600
 310.00         43.00                          B2         -1.59360300
 310.00         44.00                          B2         -1.54234700
 310.00         45.00                          B2         -1.49133500
 310.00         46.00                          B2         -1.44056300
 310.00         47.00                          B2         -1.39002500
 310.00         48.00                          B2         -1.33971600
 310.00         49.00                          B2         -1.28963200
 310.00         50.00                          B2         -1.23976600
 310.00         51.00                          B2         -1.19011700
 310.00         52.00                          B2         -1.14068100
 310.00         53.00                          B2         -1.09145300
 310.00         54.00                          B2         -1.04242900
 310.00         55.00                          B2         -0.99360500
 310.00         56.00                          B2         -0.94497800
 310.00         57.00                          B2         -0.89654500
 310.00         58.00                          B2         -0.84830100
 310.00         59.00                    Rocksalt         -0.63177000
 310.00         60.00               NO_PHASE_DATA          0.00000000
 310.00         61.00               NO_PHASE_DATA          0.00000000
 310.00         62.00               NO_PHASE_DATA          0.00000000
 310.00         63.00               NO_PHASE_DATA          0.00000000
 310.00         64.00               NO_PHASE_DATA          0.00000000
 310.00         65.00               NO_PHASE_DATA          0.00000000
 310.00         66.00               NO_PHASE_DATA          0.00000000
 310.00         67.00               NO_PHASE_DATA          0.00000000
 310.00         68.00               NO_PHASE_DATA          0.00000000
 310.00         69.00               NO_PHASE_DATA          0.00000000
 310.00         70.00               NO_PHASE_DATA          0.00000000
 310.00         71.00               NO_PHASE_DATA          0.00000000
 310.00         72.00               NO_PHASE_DATA          0.00000000
 310.00         73.00               NO_PHASE_DATA          0.00000000
 310.00         74.00               NO_PHASE_DATA          0.00000000
 310.00         75.00               NO_PHASE_DATA          0.00000000
 310.00         76.00               NO_PHASE_DATA          0.00000000
 310.00         77.00               NO_PHASE_DATA          0.00000000
 310.00         78.00               NO_PHASE_DATA          0.00000000
 310.00         79.00               NO_PHASE_DATA          0.00000000
 310.00         80.00               NO_PHASE_DATA          0.00000000
 310.00         81.00               NO_PHASE_DATA          0.00000000
 310.00         82.00               NO_PHASE_DATA          0.00000000
 310.00         83.00               NO_PHASE_DATA          0.00000000
 310.00         84.00               NO_PHASE_DATA          0.00000000
 310.00         85.00               NO_PHASE_DATA          0.00000000
 310.00         86.00               NO_PHASE_DATA          0.00000000
 310.00         87.00               NO_PHASE_DATA          0.00000000
 310.00         88.00               NO_PHASE_DATA          0.00000000
 310.00         89.00               NO_PHASE_DATA          0.00000000
 310.00         90.00               NO_PHASE_DATA          0.00000000
 310.00         91.00               NO_PHASE_DATA          0.00000000
 310.00         92.00               NO_PHASE_DATA          0.00000000
 310.00         93.00               NO_PHASE_DATA          0.00000000
 310.00         94.00               NO_PHASE_DATA          0.00000000
 310.00         95.00               NO_PHASE_DATA          0.00000000
 310.00         96.00               NO_PHASE_DATA          0.00000000
 310.00         97.00               NO_PHASE_DATA          0.00000000
 310.00         98.00               NO_PHASE_DATA          0.00000000
 310.00         99.00               NO_PHASE_DATA          0.00000000
 310.00        100.00               NO_PHASE_DATA          0.00000000
 320.00          0.00                    Rocksalt         -4.33074100
 320.00          1.00                    Rocksalt         -4.24543700
 320.00          2.00                    Rocksalt         -4.16232800
 320.00          3.00                    Rocksalt         -4.08112300
 320.00          4.00                    Rocksalt         -4.00159800
 320.00          5.00                    Rocksalt         -3.92357500
 320.00          6.00                    Rocksalt         -3.84691000
 320.00          7.00                    Rocksalt         -3.77148500
 320.00          8.00                    Rocksalt         -3.69720000
 320.00          9.00                    Rocksalt         -3.62396800
 320.00         10.00                    Rocksalt         -3.55171600
 320.00         11.00                    Rocksalt         -3.48038100
 320.00         12.00                    Rocksalt         -3.40990500
 320.00         13.00                    Rocksalt         -3.34023800
 320.00         14.00                    Rocksalt         -3.27133600
 320.00         15.00                    Rocksalt         -3.20315900
 320.00         16.00                    Rocksalt         -3.13567000
 320.00         17.00                    Rocksalt         -3.06883700
 320.00         18.00                    Rocksalt         -3.00262800
 320.00         19.00                    Rocksalt         -2.93701800
 320.00         20.00                    Rocksalt         -2.87198000
 320.00         21.00                    Rocksalt         -2.80749100
 320.00         22.00                    Rocksalt         -2.74353000
 320.00         23.00                          B2         -2.68254600
 320.00         24.00                          B2         -2.62481800
 320.00         25.00                          B2         -2.56751200
 320.00         26.00                          B2         -2.51061500
 320.00         27.00                          B2         -2.45411100
 320.00         28.00                          B2         -2.39798800
 320.00         29.00                          B2         -2.34223500
 320.00         30.00                          B2         -2.28684100
 320.00         31.00                          B2         -2.23179500
 320.00         32.00                          B2         -2.17708700
 320.00         33.00                          B2         -2.12270800
 320.00         34.00                          B2         -2.06864900
 320.00         35.00                          B2         -2.01490100
 320.00         36.00                          B2         -1.96145700
 320.00         37.00                          B2         -1.90830700
 320.00         38.00                          B2         -1.85544500
 320.00         39.00                          B2         -1.80286400
 320.00         40.00                          B2         -1.75055700
 320.00         41.00                          B2         -1.69851800
 320.00         42.00                          B2         -1.64674000
 320.00         43.00                          B2         -1.59522100
 320.00         44.00                          B2         -1.54395000
 320.00         45.00                          B2         -1.49292300
 320.00         46.00                          B2         -1.44213500
 320.00         47.00                          B2         -1.39158300
 320.00         48.00                          B2         -1.34126000
 320.00         49.00                          B2         -1.29116200
 320.00         50.00                          B2         -1.24128200
 320.00         51.00                          B2         -1.19162000
 320.00         52.00                          B2         -1.14217100
 320.00         53.00                          B2         -1.09293000
 320.00         54.00                          B2         -1.04389300
 320.00         55.00                          B2         -0.99505700
 320.00         56.00                          B2         -0.94641900
 320.00         57.00                          B2         -0.89797300
 320.00         58.00                          B2         -0.84971800
 320.00         59.00                    Rocksalt         -0.63279400
 320.00         60.00               NO_PHASE_DATA          0.00000000
 320.00         61.00               NO_PHASE_DATA          0.00000000
 320.00         62.00               NO_PHASE_DATA          0.00000000
 320.00         63.00               NO_PHASE_DATA          0.00000000
 320.00         64.00               NO_PHASE_DATA          0.00000000
 320.00         65.00               NO_PHASE_DATA          0.00000000
 320.00         66.00               NO_PHASE_DATA          0.00000000
 320.00         67.00               NO_PHASE_DATA          0.00000000
 320.00         68.00               NO_PHASE_DATA          0.00000000
 320.00         69.00               NO_PHASE_DATA          0.00000000
 320.00         70.00               NO_PHASE_DATA          0.00000000
 320.00         71.00               NO_PHASE_DATA          0.00000000
 320.00         72.00               NO_PHASE_DATA          0.00000000
 320.00         73.00               NO_PHASE_DATA          0.00000000
 320.00         74.00               NO_PHASE_DATA          0.00000000
 320.00         75.00               NO_PHASE_DATA          0.00000000
 320.00         76.00               NO_PHASE_DATA          0.00000000
 320.00         77.00               NO_PHASE_DATA          0.00000000
 320.00         78.00               NO_PHASE_DATA          0.00000000
 320.00         79.00               NO_PHASE_DATA          0.00000000
 320.00         80.00               NO_PHASE_DATA          0.00000000
 320.00         81.00               NO_PHASE_DATA          0.00000000
 320.00         82.00               NO_PHASE_DATA          0.00000000
 320.00         83.00               NO_PHASE_DATA          0.00000000
 320.00         84.00               NO_PHASE_DATA          0.00000000
 320.00         85.00               NO_PHASE_DATA          0.00000000
 320.00         86.00               NO_PHASE_DATA          0.00000000
 320.00         87.00               NO_PHASE_DATA          0.00000000
 320.00         88.00               NO_PHASE_DATA          0.00000000
 320.00         89.00               NO_PHASE_DATA          0.00000000
 320.00         90.00               NO_PHASE_DATA          0.00000000
 320.00         91.00               NO_PHASE_DATA          0.00000000
 320.00         92.00               NO_PHASE_DATA          0.00000000
 320.00         93.00               NO_PHASE_DATA          0.00000000
 320.00         94.00               NO_PHASE_DATA          0.00000000
 320.00         95.00               NO_PHASE_DATA          0.00000000
 320.00         96.00               NO_PHASE_DATA          0.00000000
 320.00         97.00               NO_PHASE_DATA          0.00000000
 320.00         98.00               NO_PHASE_DATA          0.00000000
 320.00         99.00               NO_PHASE_DATA          0.00000000
 320.00        100.00               NO_PHASE_DATA          0.00000000
 330.00          0.00                    Rocksalt         -4.33379200
 330.00          1.00                    Rocksalt         -4.24833800
 330.00          2.00                    Rocksalt         -4.16510300
 330.00          3.00                    Rocksalt         -4.08378800
 330.00          4.00                    Rocksalt         -4.00416600
 330.00          5.00                    Rocksalt         -3.92605800
 330.00          6.00                    Rocksalt         -3.84931600
 330.00          7.00                    Rocksalt         -3.77382000
 330.00          8.00                    Rocksalt         -3.69947000
 330.00          9.00                    Rocksalt         -3.62617900
 330.00         10.00                    Rocksalt         -3.55387200
 330.00         11.00                    Rocksalt         -3.48248400
 330.00         12.00                    Rocksalt         -3.41196000
 330.00         13.00                    Rocksalt         -3.34224800
 330.00         14.00                    Rocksalt         -3.27330300
 330.00         15.00                    Rocksalt         -3.20508500
 330.00         16.00                    Rocksalt         -3.13755800
 330.00         17.00                    Rocksalt         -3.07068800
 330.00         18.00                    Rocksalt         -3.00444400
 330.00         19.00                    Rocksalt         -2.93880100
 330.00         20.00                    Rocksalt         -2.87373100
 330.00         21.00                    Rocksalt         -2.80921200
 330.00         22.00                    Rocksalt         -2.74522200
 330.00         23.00                          B2         -2.68465600
 330.00         24.00                          B2         -2.62690000
 330.00         25.00                          B2         -2.56956700
 330.00         26.00                          B2         -2.51264300
 330.00         27.00                          B2         -2.45611300
 330.00         28.00                          B2         -2.39996600
 330.00         29.00                          B2         -2.34418900
 330.00         30.00                          B2         -2.28877200
 330.00         31.00                          B2         -2.23370400
 330.00         32.00                          B2         -2.17897400
 330.00         33.00                          B2         -2.12457400
 330.00         34.00                          B2         -2.07049400
 330.00         35.00                          B2         -2.01672600
 330.00         36.00                          B2         -1.96326300
 330.00         37.00                          B2         -1.91009400
 330.00         38.00                          B2         -1.85721300
 330.00         39.00                          B2         -1.80461400
 330.00         40.00                          B2         -1.75229000
 330.00         41.00                          B2         -1.70023400
 330.00         42.00                          B2         -1.64844000
 330.00         43.00                          B2         -1.59690400
 330.00         44.00                          B2         -1.54561700
 330.00         45.00                          B2         -1.49457400
 330.00         46.00                          B2         -1.44377200
 330.00         47.00                          B2         -1.39320400
 330.00         48.00                          B2         -1.34286700
 330.00         49.00                          B2         -1.29275500
 330.00         50.00                          B2         -1.24286100
 330.00         51.00                          B2         -1.19318600
 330.00         52.00                          B2         -1.14372300
 330.00         53.00                          B2         -1.09446900
 330.00         54.00                          B2         -1.04542000
 330.00         55.00                          B2         -0.99657200
 330.00         56.00                          B2         -0.94792000
 330.00         57.00                          B2         -0.89946300
 330.00         58.00                          B2         -0.85119600
 330.00         59.00                    Rocksalt         -0.63387100
 330.00         60.00                    Rocksalt         -0.58181500
 330.00         61.00               NO_PHASE_DATA          0.00000000
 330.00         62.00               NO_PHASE_DATA          0.00000000
 330.00         63.00               NO_PHASE_DATA          0.00000000
 330.00         64.00               NO_PHASE_DATA          0.00000000
 330.00         65.00               NO_PHASE_DATA          0.00000000
 330.00         66.00               NO_PHASE_DATA          0.00000000
 330.00         67.00               NO_PHASE_DATA          0.00000000
 330.00         68.00               NO_PHASE_DATA          0.00000000
 330.00         69.00               NO_PHASE_DATA          0.00000000
 330.00         70.00               NO_PHASE_DATA          0.00000000
 330.00         71.00               NO_PHASE_DATA          0.00000000
 330.00         72.00               NO_PHASE_DATA          0.00000000
 330.00         73.00               NO_PHASE_DATA          0.00000000
 330.00         74.00               NO_PHASE_DATA          0.00000000
 330.00         75.00               NO_PHASE_DATA          0.00000000
 330.00         76.00               NO_PHASE_DATA          0.00000000
 330.00         77.00               NO_PHASE_DATA          0.00000000
 330.00         78.00               NO_PHASE_DATA          0.00000000
 330.00         79.00               NO_PHASE_DATA          0.00000000
 330.00         80.00               NO_PHASE_DATA          0.00000000
 330.00         81.00               NO_PHASE_DATA          0.00000000
 330.00         82.00               NO_PHASE_DATA          0.00000000
 330.00         83.00               NO_PHASE_DATA          0.00000000
 330.00         84.00               NO_PHASE_DATA          0.00000000
 330.00         85.00               NO_PHASE_DATA          0.00000000
 330.00         86.00               NO_PHASE_DATA          0.00000000
 330.00         87.00               NO_PHASE_DATA          0.00000000
 330.00         88.00               NO_PHASE_DATA          0.00000000
 330.00         89.00               NO_PHASE_DATA          0.00000000
 330.00         90.00               NO_PHASE_DATA          0.00000000
 330.00         91.00               NO_PHASE_DATA          0.00000000
 330.00         92.00               NO_PHASE_DATA          0.00000000
 330.00         93.00               NO_PHASE_DATA          0.00000000
 330.00         94.00               NO_PHASE_DATA          0.00000000
 330.00         95.00               NO_PHASE_DATA          0.00000000
 330.00         96.00               NO_PHASE_DATA          0.00000000
 330.00         97.00               NO_PHASE_DATA          0.00000000
 330.00         98.00               NO_PHASE_DATA          0.00000000
 330.00         99.00               NO_PHASE_DATA          0.00000000
 330.00        100.00               NO_PHASE_DATA          0.00000000
 340.00          0.00                    Rocksalt         -4.33692700
 340.00          1.00                    Rocksalt         -4.25132000
 340.00          2.00                    Rocksalt         -4.16795600
 340.00          3.00                    Rocksalt         -4.08653000
 340.00          4.00                    Rocksalt         -4.00681100
 340.00          5.00                    Rocksalt         -3.92861500
 340.00          6.00                    Rocksalt         -3.85179500
 340.00          7.00                    Rocksalt         -3.77622900
 340.00          8.00                    Rocksalt         -3.70181300
 340.00          9.00                    Rocksalt         -3.62846100
 340.00         10.00                    Rocksalt         -3.55609800
 340.00         11.00                    Rocksalt         -3.48465800
 340.00         12.00                    Rocksalt         -3.41408500
 340.00         13.00                    Rocksalt         -3.34432700
 340.00         14.00                    Rocksalt         -3.27533800
 340.00         15.00                    Rocksalt         -3.20707900
 340.00         16.00                    Rocksalt         -3.13951300
 340.00         17.00                    Rocksalt         -3.07260500
 340.00         18.00                    Rocksalt         -3.00632700
 340.00         19.00                    Rocksalt         -2.94065000
 340.00         20.00                    Rocksalt         -2.87554800
 340.00         21.00                    Rocksalt         -2.81099800
 340.00         22.00                    Rocksalt         -2.74697800
 340.00         23.00                          B2         -2.68683500
 340.00         24.00                          B2         -2.62905100
 340.00         25.00                          B2         -2.57169000
 340.00         26.00                          B2         -2.51473900
 340.00         27.00                          B2         -2.45818400
 340.00         28.00                          B2         -2.40201200
 340.00         29.00                          B2         -2.34621100
 340.00         30.00                          B2         -2.29077000
 340.00         31.00                          B2         -2.23567900
 340.00         32.00                          B2         -2.18092700
 340.00         33.00                          B2         -2.12650500
 340.00         34.00                          B2         -2.07240500
 340.00         35.00                          B2         -2.01861600
 340.00         36.00                          B2         -1.96513200
 340.00         37.00                          B2         -1.91194500
 340.00         38.00                          B2         -1.85904600
 340.00         39.00                          B2         -1.80642900
 340.00         40.00                          B2         -1.75408700
 340.00         41.00                          B2         -1.70201400
 340.00         42.00                          B2         -1.65020300
 340.00         43.00                          B2         -1.59865100
 340.00         44.00                          B2         -1.54734700
 340.00         45.00                          B2         -1.49628900
 340.00         46.00                          B2         -1.44547100
 340.00         47.00                          B2         -1.39488900
 340.00         48.00                          B2         -1.34453700
 340.00         49.00                          B2         -1.29441000
 340.00         50.00                          B2         -1.24450200
 340.00         51.00                          B2         -1.19481300
 340.00         52.00                          B2         -1.14533700
 340.00         53.00                          B2         -1.09607000
 340.00         54.00                          B2         -1.04700800
 340.00         55.00                          B2         -0.99814700
 340.00         56.00                          B2         -0.94948300
 340.00         57.00                          B2         -0.90101400
 340.00         58.00                          B2         -0.85273500
 340.00         59.00                    Rocksalt         -0.63499900
 340.00         60.00                    Rocksalt         -0.58293400
 340.00         61.00               NO_PHASE_DATA          0.00000000
 340.00         62.00               NO_PHASE_DATA          0.00000000
 340.00         63.00               NO_PHASE_DATA          0.00000000
 340.00         64.00               NO_PHASE_DATA          0.00000000
 340.00         65.00               NO_PHASE_DATA          0.00000000
 340.00         66.00               NO_PHASE_DATA          0.00000000
 340.00         67.00               NO_PHASE_DATA          0.00000000
 340.00         68.00               NO_PHASE_DATA          0.00000000
 340.00         69.00               NO_PHASE_DATA          0.00000000
 340.00         70.00               NO_PHASE_DATA          0.00000000
 340.00         71.00               NO_PHASE_DATA          0.00000000
 340.00         72.00               NO_PHASE_DATA          0.00000000
 340.00         73.00               NO_PHASE_DATA          0.00000000
 340.00         74.00               NO_PHASE_DATA          0.00000000
 340.00         75.00               NO_PHASE_DATA          0.00000000
 340.00         76.00               NO_PHASE_DATA          0.00000000
 340.00         77.00               NO_PHASE_DATA          0.00000000
 340.00         78.00               NO_PHASE_DATA          0.00000000
 340.00         79.00               NO_PHASE_DATA          0.00000000
